id	title	description	price	condition	link	image_link	availability	brand	mpn	adult 	product_weight	shipping_weight
1001001404	DiaKun Pad 100-K400-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k400-dry 	https://shop.aquarus.net/media/images/org/1001001404-007.jpg 	in_stock	Aquarus	1001001404 	no	0.0400 kg	0.0400 kg
1001001405	DiaKun Pad 100-K800-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k800-dry 	https://shop.aquarus.net/media/images/org/1001001405-002.jpg 	in_stock	Aquarus	1001001405 	no	0.0400 kg	0.0400 kg
1001001406	DiaKun Pad 100-K1500-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k1500-dry 	https://shop.aquarus.net/media/images/org/1001001406-005.jpg 	in_stock	Aquarus	1001001406 	no	0.0400 kg	0.0400 kg
1001001407	DiaKun Pad 100-K5000-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k5000-dry 	https://shop.aquarus.net/media/images/org/1001001407-002.jpg 	in_stock	Aquarus	1001001407 	no	0.0400 kg	0.0400 kg
1001001408	DiaKun Pad 100-K10000(Buff black)-dry 	Diamant Trocken Schleifpad, 100mm, Klett,mit Klettaufnahme, zum Schleifen von Naturstein wie Granit, Marmor etc. aber auch Achate,  Produktionsbedingt kann das Trockenpolierpad farblich abweichen. Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411, 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k10000buff-black-dry 	https://shop.aquarus.net/media/images/org/1001001408-003.jpg 	in_stock	Aquarus	1001001408 	no	0.0400 kg	0.0400 kg
1001001409	DiaKun Pad 100-K10000(Buff white)-dry 	Diamant Trocken Schleifpad, Durchmesser 100mm, Belag ca.3mm, mit Klettaufnahme, zum Trockensschleifen von Naturstein wie Granit, Marmor etc. aber auch Achate, Produktionsbedingt kann das Trockenpolierpad farblich abweichen, Nutzen Sie als Träger unseren Aufnahmeteller 100mm M14 Art.Nr. 1001001411 	16.950003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-4-zoll-dry/diakun-pad-100-k10000buff-white-dry 	https://shop.aquarus.net/media/images/org/1001001409-004.jpg 	in_stock	Aquarus	1001001409 	no	0.0400 kg	0.0400 kg
1001001411	Aufnahmeteller100-M14-Klett 	Klett Schleifteller Aufnahme, 100mm, Aufnahme M14, passend für alle gängigen Winkelschleifer 	13.899999999991 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/aufnahmeteller100-m14-klett 	https://shop.aquarus.net/media/images/org/1001001411-003.jpg 	in_stock	Aquarus	1001001411 	no	0.1800 kg	0.1800 kg
1001001412	Aufnahmeteller120-M14-Klett 	Klett Schleifteller Aufnahme, 120mm, Aufnahme M14, passend für alle gängigen Winkelschleifer 	13.8999973 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/aufnahmeteller120-m14-klett 	https://shop.aquarus.net/media/images/org/1001001412-002.jpg 	in_stock	Aquarus	1001001412 	no	0.1800 kg	0.1800 kg
1001001414	Polierrot 1kg 	Feines Polierpulver (rotes Eisenoxid) für Naturstein, Glas und Metall, nur bedingt für Mineralien einsetzbar 	31.5000021 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/eisenoxid/polierrot-1kg 	https://shop.aquarus.net/media/images/org/1001001414.JPG 	in_stock	Aquarus	1001001414 	no	1.2000 kg	1.2000 kg
1001001416	Polierschwarz 1kg 	Feines Polierpulver (Eisenoxid) für Naturstein, Glas und Metall 	23.500001 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/eisenoxid/polierschwarz-1kg 	https://shop.aquarus.net/media/images/org/1001001416.jpg 	in_stock	Aquarus	1001001416 	no	1.0000 kg	1.0000 kg
1001001421	Poliervlies 3-er Set, 120mm, Klett 	3 Stück Poliervlies-Gewebe 120mm mit Klett, ohne Körnung 	11.9 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierfilz/poliervlies-3-er-set-120mm-klett 	https://shop.aquarus.net/media/images/org/1001001421.jpg 	in_stock	Aquarus	1001001421 	no	0.1200 kg	0.1200 kg
1001001422	Ceroxid weiß,1 kg 	Poliermittel zur Hochglanzpolitur für Opale, Achate und Mineralien 	138.9999968 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/poliermittel-ceroxid/ceroxid-weiss-1-kg 	https://shop.aquarus.net/media/images/org/1001001331_34.jpg 	in_stock	Aquarus	1001001422 	no	1.0000 kg	1.0000 kg
1001001439	Dia-Profilfeilen Set B 	10-teiliges Diamant Profilfeilen-Set für Stein und Weichmetalle Belag: galvanisch Größe: 140mm lang Formen: 10 Profilfeilen 	13.0000003 EUR	new	https://shop.aquarus.net/de/handwerkzeug/diagal-feilen/dia-profilfeilen-set-b 	https://shop.aquarus.net/media/images/org/1001001439-005.jpg 	in_stock	Aquarus	1001001439 	no	0.1000 kg	0.1000 kg
1001001440	DiaGal Schleifstifte Set A 	30-teiliges Diamant Schleifstifte Set A für Stein, Kunststoffe und Weichmetalle Schaft: ca. 3mm Stiftlänge: ca.4,5cm Belag:galvanisch Formen:gemischt Kegel,Zylinder, Kugel 	19.0000041 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/schleifstifte/diagal-schleifstifte/diagal-schleifstifte-set-a 	https://shop.aquarus.net/media/images/org/1001001440.jpg 	in_stock	Aquarus	1001001440 	no	0.1300 kg	0.1300 kg
1001001515	DiaPre-Sägeblatt 200x1,0x30mm 	Diamantsägeblatt mit eingepressten Diamanten Einsatz: Edelstein, Glas, Naturstein, Achate, Quarz,  Maße: 200x1,0x30mm, nur nass oder mit Schneidöl sägen, durch einen Reduzierring können wir Ihnen folgenden Bohrungen liefern: 14,16,19,20,22mm,1', 5/8',7/8'.  Gewünschten Reduzierring bitte dazu bestellen. 	24.5000056 EUR	new	https://shop.aquarus.net/de/saegen/saegeblaetter/diapre-trennblatt/diapre-saegeblatt-200x1-0x30mm 	https://shop.aquarus.net/media/images/org/1001001515-003.jpg 	in_stock	Aquarus	1001001515 	no	0.1500 kg	0.1500 kg
1001001516	DiaPre-Sägeblatt 250x1,0x30mm 	Diamantsägeblatt mit eingepressten Diamanten, zum Sägen von Edelstein, Glas, Naturstein, Achat, Quarz etc., nur für den Nasseinsatz, wir empfehlen mit Schneidöl zuarbeiten, passende Reduzierringe finden Sie in unserem Sortiment 	35.999999 EUR	new	https://shop.aquarus.net/de/saegen/saegeblaetter/diapre-trennblatt/diapre-saegeblatt-250x1-0x30mm 	https://shop.aquarus.net/media/images/org/1001001516-003.jpg 	in_stock	Aquarus	1001001516 	no	0.4000 kg	0.4000 kg
1001001538	DiaKun KonPad 4" K300-wet 	Konvexes Diamantschleifpad, 100mm, Korn 300, ca.3mm Belag, Klett, geeignet zum Schleifen von Naturstein wie Granit, Kalkstein, Marmor etc., aber auch für Achate, zur Fertigung von Schalen, Waschbecken und Freiformen hervorragend einsetzbar 	24.9000003 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-konvex-4-zoll-wet/diakun-konpad-4-k300-wet 	https://shop.aquarus.net/media/images/org/1001001538-001.jpg 	in_stock	Aquarus	1001001538 	no	0.0400 kg	0.0400 kg
1001001541	DiaKun KonPad 4"-K2000-wet 	Konvexes Diamantschleifpad, 100mm, Korn 2000, ca.3mm Belag, Klett, geeignet zum Schleifen von Naturstein wie Granit, Kalkstein, Marmor etc., aber auch für Achate, zur Fertigung von Schalen, Waschbecken und Freiformen hervorragend einsetzbar 	25.9000049 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-konvex-4-zoll-wet/diakun-konpad-4-k2000-wet 	https://shop.aquarus.net/media/images/org/1001001541-002.jpg 	in_stock	Aquarus	1001001541 	no	0.0400 kg	0.0400 kg
1001001542	DiaKun KonPad 4"-K3000-wet 	Konvexes Diamantschleifpad, 100mm, Korn 3000, ca.3mm Belag, Klett, geeignet zum Schleifen von Naturstein wie Granit, Kalkstein, Marmor etc., aber auch für Achate, zur Fertigung von Schalen, Waschbecken und Freiformen hervorragend einsetzbar 	25.9000049 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-konvex-4-zoll-wet/diakun-konpad-4-k3000-wet 	https://shop.aquarus.net/media/images/org/1001001542-002.jpg 	in_stock	Aquarus	1001001542 	no	0.0400 kg	0.0400 kg
1001001543	DiaKun KonPad 4"-K5000-wet 	Konvexes Diamantschleifpad, 100mm, Korn 5000, ca.3mm Belag, Klett, geeignet zum Schleifen von Naturstein wie Granit, Kalkstein, Marmor etc., aber auch für Achate, zur Fertigung von Schalen, Waschbecken und Freiformen hervorragend einsetzbar 	25.9000049 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-konvex-4-zoll-wet/diakun-konpad-4-k5000-wet 	https://shop.aquarus.net/media/images/org/1001001543-001.jpg 	in_stock	Aquarus	1001001543 	no	0.0400 kg	0.0400 kg
1001001544	DiaKun KonPad 4" -K10000-wet 	Konvexes Diamantschleifpad, 100mm, Korn 10000, ca.3mm Belag, Klett, geeignet zum Schleifen von Naturstein wie Granit, Kalkstein, Marmor etc., aber auch für Achate, zur Fertigung von Schalen, Waschbecken und Freiformen hervorragend einsetzbar 	25.9000049 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diakun-schleifscheiben/diakun-konvex-4-zoll-wet/diakun-konpad-4-k10000-wet 	https://shop.aquarus.net/media/images/org/1001001544-002.jpg 	in_stock	Aquarus	1001001544 	no	0.0400 kg	0.0400 kg
1001001545	DiaGal Hohlbohrer 3mm 	Diamant Kernlochbohrer für Nass- und Trocken Einsatz Bindung: galvanisch, Durchmesser: 3mm, Schaft: ca.4mm 	3.9999946 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-3mm 	https://shop.aquarus.net/media/images/org/1001001545.jpg 	in_stock	Aquarus	1001001545 	no	0.0050 kg	0.0050 kg
1001001546	DiaGal Hohlbohrer 4mm 	Diamantierter Hohllochbohrer für Nass- und Trocken Einsatz Bindung: galvanisch, Durchmesser: 4mm, Schaft: ca.5,9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz !  	4.1999979 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-4mm 	https://shop.aquarus.net/media/images/org/1001001546.jpg 	in_stock	Aquarus	1001001546 	no	0.0050 kg	0.0050 kg
1001001547	DiaGal Hohlbohrer 5mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 5mm, Schaft: ca.5mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	4.7999959 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-5mm 	https://shop.aquarus.net/media/images/org/1001001547.jpg 	in_stock	Aquarus	1001001547 	no	0.0050 kg	0.0050 kg
1001001548	DiaGal Hohlbohrer 6mm 	Diamant Kernlochbohrer für Nass- und Trocken Einsatz Bindung: galvanisch, Durchmesser: 6mm, Schaft: ca.6mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	4.9999992 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-6mm 	https://shop.aquarus.net/media/images/org/1001001548.jpg 	in_stock	Aquarus	1001001548 	no	0.0150 kg	0.0150 kg
1001001549	DiaGal Hohlbohrer 8mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 8mm, Schaft:ca.7,5mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	5.5000015 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-8mm 	https://shop.aquarus.net/media/images/org/1001001549.jpg 	in_stock	Aquarus	1001001549 	no	0.0150 kg	0.0150 kg
1001001550	DiaGal Hohlbohrer 10mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 10mm, Schaft:ca.8mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	5.8999962 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-10mm 	https://shop.aquarus.net/media/images/org/1001001550.jpg 	in_stock	Aquarus	1001001550 	no	0.0150 kg	0.0150 kg
1001001551	DiaGal Hohlbohrer 15mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser:15mm, Schaft. ca.7-8mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	6.4999942 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-15mm 	https://shop.aquarus.net/media/images/org/1001001551.jpg 	in_stock	Aquarus	1001001551 	no	0.0250 kg	0.0250 kg
1001001552	DiaGal Hohlbohrer 20mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 20mm,Schaft:ca.7-8mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	7.9000054 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-20mm 	https://shop.aquarus.net/media/images/org/DiaGal B 1001001552_4.jpg 	in_stock	Aquarus	1001001552 	no	0.0250 kg	0.0250 kg
1001001553	DiaGal Hohlbohrer 25mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 25mm, Schaft:ca.9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	9.0000057 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-25mm 	https://shop.aquarus.net/media/images/org/1001001553.jpg 	in_stock	Aquarus	1001001553 	no	0.0250 kg	0.0250 kg
1001001554	DiaGal Hohlbohrer 30mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 30mm,Schaft:ca.8,8mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	9.9000027 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-30mm 	https://shop.aquarus.net/media/images/org/1001001554.jpg 	in_stock	Aquarus	1001001554 	no	0.0500 kg	0.0500 kg
1001001555	DiaGal Hohlbohrer 35mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 35mm, Schaft: ca.9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	11.9999957 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-35mm 	https://shop.aquarus.net/media/images/org/1001001555.jpg 	in_stock	Aquarus	1001001555 	no	0.0500 kg	0.0500 kg
1001001556	DiaGal Hohlbohrer 40mm 	Diamant Kernlochbohrer für Nass- und Trocken Einsatz Bindung: galvanisch, Durchmesser: 40mm, Schaft:ca.9mm 	12.9000046 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-40mm 	https://shop.aquarus.net/media/images/org/1001001556.jpg 	in_stock	Aquarus	1001001556 	no	0.0000 kg	0.0000 kg
1001001557	DiaGal Hohlbohrer 45mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 45mm, Schaft: ca.9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	14.9000019 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-45mm 	https://shop.aquarus.net/media/images/org/1001001557.jpg 	in_stock	Aquarus	1001001557 	no	0.0600 kg	0.0600 kg
1001001558	DiaGal Hohlbohrer 50mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 50mm, Schaft: ca.9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	16.5000045 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-50mm 	https://shop.aquarus.net/media/images/org/10010015588.jpg 	in_stock	Aquarus	1001001558 	no	0.0700 kg	0.0700 kg
1001001559	DiaGal Hohlbohrer 60mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 60mm, Schaft:ca.9mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	17.9000038 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-60mm 	https://shop.aquarus.net/media/images/org/1001001559.jpg 	in_stock	Aquarus	1001001559 	no	0.1000 kg	0.1000 kg
1001001560	DiaGal Hohlbohrer 70mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 70mm, Schaft: ca.10mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	20.9000057 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-70mm 	https://shop.aquarus.net/media/images/org/1001001560.jpg 	in_stock	Aquarus	1001001560 	no	0.2000 kg	0.2000 kg
1001001561	DiaGal Hohlbohrer 80mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 80mm, Schaft: ca.10mmEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	27.9000022 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-80mm 	https://shop.aquarus.net/media/images/org/1001001561.jpg 	in_stock	Aquarus	1001001561 	no	0.1400 kg	0.1400 kg
1001001562	DiaGal Hohlbohrer 90mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 90mm, Schaft:ca.10mmEinsatz als Nass- und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	29.8999995 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-90mm 	https://shop.aquarus.net/media/images/org/1001001562.jpg 	in_stock	Aquarus	1001001562 	no	0.3000 kg	0.3000 kg
1001001563	DiaGal Hohlbohrer 100mm 	Diamantierter Hohllochbohrer für Nass- und Trocken EinsatzBindung: galvanisch, Durchmesser: 100mm, Schaft:ca.10mmEinsatz als Nass- und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. Wir empfehlen eine Drehzahl von nicht mehr als 60m/min -1 bei Nasseinsatz ! 	31.8999968 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohlbohrer-100mm 	https://shop.aquarus.net/media/images/org/1001001563.jpg 	in_stock	Aquarus	1001001563 	no	0.4000 kg	0.4000 kg
