id	title	description	price	condition	link	image_link	availability	brand	mpn	adult 	product_weight	shipping_weight
1001001625	Nova Wheel 60 Grit, 6"x1"x1,5" 	Original Diamond Pacific 6'(15cm)  Schleifrad aus den USA, passend für Genie oder Aquila6 Schleifmaschine, Bohrung 1'(2,54cm), ca. 4cm Breite, nur für den Nasseinsatz, Achtung, vor Arbeitsbeginn Schleifrad einschleifen! 	208.9999975 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diamond-pacific-schleifraeder/nova-wheel-60-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/A1_placeholder.jpg 	in_stock	Aquarus	1001001625 	no	0.3500 kg	0.3500 kg
1001001644	Ceroxid weiß, 500g 	Ceroxid weiß, loses Poliermittel 	92.4999971 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/poliermittel-ceroxid/ceroxid-weiss-500g 	https://shop.aquarus.net/media/images/org/1001001331_34.jpg 	in_stock	Aquarus	1001001644 	no	0.5000 kg	0.5000 kg
1001001676	Nubond 8" 325 Grit 	Polierscheibe  20cm Durchmesser mit Diamantbeschichtung, nur für den Nasseinsatz! 	205.0000029 EUR	new	https://shop.aquarus.net/de/facettieren/raytech-nubond-scheiben/nubond-8-325-grit 	https://shop.aquarus.net/media/images/org/noimage.gif 	in_stock	Aquarus	1001001676 	no	0.8000 kg	0.8000 kg
1001001695	Tumble Vibe 5, 230V 	Geräuschgedämpfter Spirator zum Schleifen und Polieren von Steinen und NE-Metall, Volumen: ca.1,5l: Behälterdurchmesser: 20cm                                    Gewicht: ca. 3,5kg  230V/ 50Hz ca.40W 	198.9999991 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumble-vibe-5-230v 	https://shop.aquarus.net/media/images/org/1001001695.jpg 	in_stock	Aquarus	1001001695 	no	5.0000 kg	5.0000 kg
1001001696	Extra bowl & lid & stem system  Vibe 5 	Austauschbehälter für Tumbler Vibe 5 	53.9999985 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/spiratoren-zubehoer/extra-bowl-lid-stem-system-vibe-5 	https://shop.aquarus.net/media/images/org/1001001696.jpg 	in_stock	Aquarus	1001001696 	no	1.1000 kg	1.1000 kg
1001001697	Tumble Vibe 10, 230 V 	Geräuschgedämpfter Spirator zum Schleifen und Polieren von Edelsteinen mit Spülvorichtung Volumen:ca.2,8l: Behälterdurchmesser:25cm Gewicht:ca. 5,4kg 230V/ 50Hz 40W Nur solange der Vorrat reicht! 	399.0000028 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumble-vibe-10-230-v 	https://shop.aquarus.net/media/images/org/1001001697.jpg 	in_stock	Aquarus	1001001697 	no	5.5000 kg	5.5000 kg
1001001698	Extra Bowl & lid for Vibe 10 	Extra Bowl &amp,  lid for Vibe 10 	138.9999968 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/spiratoren-zubehoer/extra-bowl-lid-for-vibe-10 	https://shop.aquarus.net/media/images/org/1001001698.JPG 	in_stock	Aquarus	1001001698 	no	1.1000 kg	1.1000 kg
1001001700	Extra bowl & lid for Vibe AV 18 	Extra bowl &amp,  lid for Vibe AV 18 	329.0000021 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/spiratoren-zubehoer/extra-bowl-lid-for-vibe-av-18 	https://shop.aquarus.net/media/images/org/1001001700.jpg 	in_stock	Aquarus	1001001700 	no	0.0000 kg	0.0000 kg
1001001707	Tumble-Adjusta Vibe 40 	Behälterdurchmesser: 43cm,230V/50Hz, Gewicht: ca.22 kg Volumen: ca.10l, Wasserabflussschlauch, Geräuschdämpfung Nur solange der Vorrat reicht! 	1778.9999962 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumble-adjusta-vibe-40 	https://shop.aquarus.net/media/images/org/1001001707.jpg 	in_stock	Aquarus	1001001707 	no	25.0000 kg	25.0000 kg
1001001708	Tumble-Adjusta Vibe 75, 220V 	Professionelle Maschine zum Schleifen und Polieren von Steinen und NE-Metallen, Behälterdurchmesser: ca. 53cm, 230V/50Hz, Gewicht: ca.29 kg Volumen: ca.20l, Wasserabflussschlauch, Geräuschdämpfung 	2499 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumble-adjusta-vibe-75-220v 	https://shop.aquarus.net/media/images/org/1001001708.jpg 	in_stock	Aquarus	1001001708 	no	30.0000 kg	30.0000 kg
1001001709	Extra bowl Tumble-Adjusta Vibe 75 	Ersatzbehälter für Adjusta Vibe 75, Volumen ca. 20l 	694.9999959 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/spiratoren-zubehoer/extra-bowl-tumble-adjusta-vibe-75 	https://shop.aquarus.net/media/images/org/1001001709.jpg 	in_stock	Aquarus	1001001709 	no	10.0000 kg	10.0000 kg
1001001741	DiaGal Hohllochbohrer 1,00x30mm, 5Stk. 	Diamantierter HohllochbohrerEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. 	10.8999954 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohllochbohrer-1-00x30mm-5stk 	https://shop.aquarus.net/media/images/org/1001001741.jpg 	in_stock	Aquarus	1001001741 	no	0.0300 kg	0.0300 kg
1001001742	DiaGal Hohllochbohrer  1,25x30mm,5Stk. 	Diamantierter HohllochbohrerEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern.   	11.9 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohllochbohrer-1-25x30mm-5stk 	https://shop.aquarus.net/media/images/org/1001001742.jpg 	in_stock	Aquarus	1001001742 	no	0.0000 kg	0.0000 kg
1001001743	DiaGal Hohllochbohrer  1,5x30mm, 5St. 	Diamantierter HohllochbohrerEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. 	12.9000046 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohllochbohrer-1-5x30mm-5st 	https://shop.aquarus.net/media/images/org/1001001743.jpg 	in_stock	Aquarus	1001001743 	no	0.0000 kg	0.0000 kg
1001001744	DiaGal Hohllochbohrer  2,0x45mm, 5Stk. 	Diamantierter HohllochbohrerEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. 	13.8999973 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohllochbohrer-2-0x45mm-5stk 	https://shop.aquarus.net/media/images/org/1001001744.jpg 	in_stock	Aquarus	1001001744 	no	0.0300 kg	0.0300 kg
1001001745	DiaGal Hohllochbohrer  2,5x45mm, 5 Stk. 	Diamantierter HohllochbohrerEinsatz als Nass und Trockenbohrer für Marmor, Kalkstein, Granit, Keramik, Fliesen, Kunststoffe. Wir empfehlen aber überwiegend nass zu arbeiten, um die Standzeit zu verlängern. 	14.9000019 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diagal-hohllochbohrer/diagal-hohllochbohrer-2-5x45mm-5-stk 	https://shop.aquarus.net/media/images/org/1001001745.jpg 	in_stock	Aquarus	1001001745 	no	0.0300 kg	0.0300 kg
1001001761	Nova Wheel 280 Grit, 4" x1" x1,5" 	Original Diamond Pacific 6zoll (15cm)  Schleifrad aus den USA, passend für Genie oder Aquila6 Schleifmaschine, Bohrung 1zoll (2,54cm), ca. 4cm Breite, nur für den Nasseinsatz, Achtung, vor Arbeitsbeginn Schleifrad einschleifen! 	178.99999999997 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diamond-pacific-schleifraeder/nova-wheel-280-grit-4-x1-x1-5 	https://shop.aquarus.net/media/images/org/1001001761-006.jpg 	in_stock	Aquarus	1001001761 	no	0.2000 kg	0.2000 kg
1001001762	Nova Wheel 600 Grit, 4"x1"x1,5" 	Original Diamond Pacific 4'(10cm)  Schleifrad aus den USA, passend für Pixie Schleifmaschine, Bohrung 1'(2,54cm), ca. 4cm Breite, nur für den Nasseinsatz, Achtung, vor Arbeitsbeginn Schleifrad einschleifen! 	178.99999999997 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diamond-pacific-schleifraeder/nova-wheel-600-grit-4x1x1-5 	https://shop.aquarus.net/media/images/org/1001001762-005.jpg 	in_stock	Aquarus	1001001762 	no	0.2000 kg	0.2000 kg
1001001763	Nova Wheel 1200 Grit, 4"x1"x1,5" 	Original Diamond Pacific 4'(10cm)  Schleifrad aus den USA, passend für Pixie Schleifmaschine, Bohrung 1'(2,54cm), ca. 4cm Breite, nur für den Nasseinsatz, Achtung, vor Arbeitsbeginn Schleifrad einschleifen! 	178.99999999997 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diamond-pacific-schleifraeder/nova-wheel-1200-grit-4x1x1-5 	https://shop.aquarus.net/media/images/org/1001001763-011.jpg 	in_stock	Aquarus	1001001763 	no	0.2000 kg	0.2000 kg
1001001764	Nova Wheel 3000 Grit, 4"x1"x1,5" 	Original Diamond Pacific 4'(10cm)  Schleifrad aus den USA, passend für Pixie Schleifmaschine, Bohrung 1'(2,54cm), ca. 4cm Breite, nur für den Nasseinsatz, Achtung, vor Arbeitsbeginn Schleifrad einschleifen! 	178.99999999997 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/diamond-pacific-schleifraeder/nova-wheel-3000-grit-4x1x1-5 	https://shop.aquarus.net/media/images/org/1001001764-003.jpg 	in_stock	Aquarus	1001001764 	no	0.2000 kg	0.2000 kg
1001001776	Kupfer Polierscheibe auf AL Träger 6 x1/2 zoll 	Kupferscheibe auf Aluminiumträger 6'x1/2' 	50.9000009 EUR	new	https://shop.aquarus.net/de/facettieren/polierscheiben/kupfer-polierscheibe-al-traeger-6-x1-2-zoll 	https://shop.aquarus.net/media/images/org/1001001776_77.jpg 	in_stock	Aquarus	1001001776 	no	1.0000 kg	1.0000 kg
1001001777	Kupfer Polierscheibe auf AL Träger 8 x1/2 zoll  	Kupferscheibe auf Aluminiumträger 8'x1/2', geeignet zum Polieren von Facetten mit Diamantpulver oder Diamant Liquid 	72.899995 EUR	new	https://shop.aquarus.net/de/facettieren/polierscheiben/kupfer-polierscheibe-al-traeger-8-x1-2-zoll 	https://shop.aquarus.net/media/images/org/1001001776_77.jpg 	in_stock	Aquarus	1001001777 	no	1.1000 kg	1.1000 kg
1001001858	DiaPulver RB Micron 40/28 Mesh 600 	Loses synthetisches Diamantpulver, geeignet zum Schleifen bis Härte 9, Für Achate, Glas, Opal, Quarz und viele andere Mineralien 	24.0000033 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/diamantpulver/diapulver-rb-micron-40-28-mesh-600 	https://shop.aquarus.net/media/images/org/1001001858_1861.jpg 	in_stock	Aquarus	1001001858 	no	0.0300 kg	0.0300 kg
1001001877	Tumble Vibe AV 18 with drain, 230 V 	Tumbler zum Schleifen und Polieren von Steinen und NE-Metall,  Behälterdurchmesser:25cm, Volumen, ca.5l, Wasserabflussschlauch, Geräuschdämpfung, 	595 EUR	new	https://shop.aquarus.net/de/spiratoren-tumbler/tumble-vibe-av-18-with-drain-230-v 	https://shop.aquarus.net/media/images/org/1001001877.jpg 	in_stock	Aquarus	1001001877 	no	8.5000 kg	8.5000 kg
1001001971	DiaGal Poly Wheel Flat 80 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden,Körnung 80 Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	129.8999954 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-flat-80-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001001971-007.jpg 	in_stock	Aquarus	1001001971 	no	1.1000 kg	1.1000 kg
1001001973	DiaGal Poly Wheel Flat 360 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden, Körnung 360 Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	129.8999954 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-flat-360-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001001973-004.jpg 	in_stock	Aquarus	1001001973 	no	1.0000 kg	1.0000 kg
1001001974	DiaGal Poly Wheel Flat 600 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden,Körnung 600 Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	129.8999954 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-flat-600-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001001974-004.jpg 	in_stock	Aquarus	1001001974 	no	1.0000 kg	1.0000 kg
1001001975	DiaGal Poly Wheel Flat 1200 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden, Körnung 1200 Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	129.8999954 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-flat-1200-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001001975-010.jpg 	in_stock	Aquarus	1001001975 	no	1.0000 kg	1.0000 kg
1001002026	DiaGal Poly Wheel Tex 80 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden mit Textur, sehr abrasiv und ermöglicht zügiges Schleifen alle Minerlien bis Härte 9 und Natursteine, Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	138.9999968 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-tex-80-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001002026-004.jpg 	in_stock	Aquarus	1001002026 	no	1.9000 kg	1.9000 kg
1001002159	Pinselbürsten aus Messing, Stahl, Schwarz, 3 Stk. 	Pinselbürste für NE-Metalle, Schaft 2,35mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/pinselbuersten-messing-stahl-schwarz-3-stk 	https://shop.aquarus.net/media/images/org/1001002159.jpg 	in_stock	Aquarus	1001002159 	no	0.0200 kg	0.0200 kg
1001002160	3 Kelchbürsten aus Messing,Stahl Schwarz 	Set bestehend aus: Schleifbürsten in Kelchform aus Messing, Stahl und Kunsthaar schwarz Durchmesser:1,5-2mm, Schaftdurchmesser: 2,35mm, Länge: 45mm Höchstdrehzahl: ca. 8.000 bis 14.000 UPM 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/3-kelchbuersten-messing-stahl-schwarz 	https://shop.aquarus.net/media/images/org/1001002160.jpg 	in_stock	Aquarus	1001002160 	no	0.0200 kg	0.0200 kg
1001002161	3 Schleifbürsten schw.(Rund-,Pinsel-,Kelchbrürste) 	Rundbürste, Pinselbürste und Kelchbürste mit Schaft 2,35mm, passend für Dremel oder Proxxon 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/3-schleifbuersten-schw-rund-pinsel-kelchbruerste 	https://shop.aquarus.net/media/images/org/1001002161.jpg 	in_stock	Aquarus	1001002161 	no	0.0200 kg	0.0200 kg
1001002162	Rundbürsten Messing, Stahl, Schwarz, 3Stk. 	Set bestehend aus: Rundbürsten aus Messing, Stahl und schwarz, Durchmesser: 25mm, Schaftdurchmesser: 2,35mm, Länge: 45mm Höchstdrehzahl: ca. 8.000 bis 14.000 UPM 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/rundbuersten-messing-stahl-schwarz-3stk 	https://shop.aquarus.net/media/images/org/1001002162.jpg 	in_stock	Aquarus	1001002162 	no	0.0200 kg	0.0200 kg
1001002164	5er Set mit Trennscheiben & Schleifbürsten 	1 Rundbürste Messing, 1 Kelchbürste schwarz, 1 Pinselbürste Stahl, 2 Trennscheiben, Schaft 2,35mm 	3.8999989 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/5er-set-trennscheiben-schleifbuersten 	https://shop.aquarus.net/media/images/org/1001002164.jpg 	in_stock	Aquarus	1001002164 	no	0.0200 kg	0.0200 kg
1001002165	3 Rundbürsten (schwarz,weiß,Vlies), Schaft 2,35mm 	2 Rundbürsten, 1 Rundschwabbel aus Vlies, Schaft 2,35mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/3-rundbuersten-schwarz-weiss-vlies-schaft-2-35mm 	https://shop.aquarus.net/media/images/org/1001002165.jpg 	in_stock	Aquarus	1001002165 	no	0.0100 kg	0.0100 kg
1001002166	3 Rundbürsten Vlies, Schaft 2,35mm 	Polierscheiben aus Vlies, Filz und Wolle d: 2cm, Schaftdurchmesser: 2,35mm, Länge: 45mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/3-rundbuersten-vlies-schaft-2-35mm 	https://shop.aquarus.net/media/images/org/1001002166.JPG 	in_stock	Aquarus	1001002166 	no	0.0300 kg	0.0300 kg
1001002167	Rundbürsten19mm Messing mit Spindel, 4 Stk. 	Messing Rundbürste, Durchmesser: 19mm Schaft 2,35mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/rundbuersten19mm-messing-spindel-4-stk 	https://shop.aquarus.net/media/images/org/1001002167_68.jpg 	in_stock	Aquarus	1001002167 	no	0.0300 kg	0.0300 kg
1001002168	Rundbürsten 2,54cm, Messing m.Spindel, 4 Stk. 	Messing Rundbürsten, Durchmesser: 2,54cm, Schaft 2,35mm, geeignet für NE-Metalle, Silber, Gold 	2.7999986 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/buersten/rundbuersten-2-54cm-messing-m-spindel-4-stk 	https://shop.aquarus.net/media/images/org/1001002167_68.jpg 	in_stock	Aquarus	1001002168 	no	0.0300 kg	0.0300 kg
1001002177	Schleifbänder grob mit Spindel, 12 Stk. 	Zur Bearbeitung von NE-Metallen, 11 Schleifbänder grob, Spindel: Schaft 2,35mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/schleif-polierbuersten/schleifbaender-grob-spindel-12-stk 	https://shop.aquarus.net/media/images/org/1001002177_78.jpg 	in_stock	Aquarus	1001002177 	no	0.0300 kg	0.0300 kg
1001002178	Schleifbänder grob mit Spindel 6 &12mm, 14 Stk. 	6 Schleifbänder grob 6mm, 6 Schleifbänder grob 12mm 2 Spindel: Schaft 2,35mm 	2.2999963 EUR	new	https://shop.aquarus.net/de/schaftwerkzeuge/schleif-polierbuersten/schleifbaender-grob-spindel-6-12mm-14-stk 	https://shop.aquarus.net/media/images/org/1001002177_78.jpg 	in_stock	Aquarus	1001002178 	no	0.0150 kg	0.0150 kg
1001002190	DiaSin Hohllochbohrer GW1mm  M4 x0,5 Gewinde 	Gesinterter Hohllochbohrer 1mm mit M4x0,5 Gewinde mit Auswerfer, passend für Proxxon Bohrmaschine mit eingebauten Adapter 	30.4999975 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw1mm-m4-x0-5-gewinde 	https://shop.aquarus.net/media/images/org/10010021900.jpg 	in_stock	Aquarus	1001002190 	no	0.0200 kg	0.0200 kg
1001002191	DiaSin Hohllochbohrer GW1,5mm, M4x0,5 Gewinde 	Gesinterter Hohllochbohrer 1,5mm mit M4x0,5 Gewinde mit Auswerfer 	31.5000021 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw1-5mm-m4x0-5-gewinde 	https://shop.aquarus.net/media/images/org/10010021910.jpg 	in_stock	Aquarus	1001002191 	no	0.0200 kg	0.0200 kg
1001002192	DiaSin Hohllochbohrer GW2mm, M4x0,5 Gewinde 	Gesinterter Hohllochbohrer 2mm mit M4x0,5 Gewinde mit Auswerfer 	34.0000017 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw2mm-m4x0-5-gewinde 	https://shop.aquarus.net/media/images/org/10010021920.jpg 	in_stock	Aquarus	1001002192 	no	0.0200 kg	0.0200 kg
1001002193	DiaSin Hohllochbohrer GW2,5mm, M4x0,5Gewinde 	Gesinterter Hohllochbohrer 2,5mm mit M4x0,5 Gewinde mit Auswerfer 	35.999999 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw2-5mm-m4x0-5gewinde 	https://shop.aquarus.net/media/images/org/10010021930.jpg 	in_stock	Aquarus	1001002193 	no	0.0200 kg	0.0200 kg
1001002194	DiaSin Hohllochbohrer GW3mm, M4x0,5Gewinde 	Gesinterter Hohllochbohrer 3mm mit M4x0,5 Gewinde mit Auswerfer 	40.9999982 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw3mm-m4x0-5gewinde 	https://shop.aquarus.net/media/images/org/10010021940.jpg 	in_stock	Aquarus	1001002194 	no	0.0200 kg	0.0200 kg
1001002195	Konvex Schleifrad 6"x1"x1" Grit 100 	Galvanisch belegtes konvexes Schleifrad, Durchmesser 15cm, Bohrung 2,54cm, Breite 2,54cm, passend für AQUILA 6 	109.0000016 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-konvex-schleifrad/konvex-schleifrad-6x1x1-grit-100 	https://shop.aquarus.net/media/images/org/1001002195-003.jpg 	in_stock	Aquarus	1001002195 	no	2.2000 kg	2.2000 kg
1001002196	Konvex Schleifrad 6"x1"x1" Grit 220 	Galvanisch belegtes konvexes Schleifrad, Durchmesser 15cm, Bohrung 2,54cm, Breite 2,54cm, passend für AQUILA 6 	109.0000016 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-konvex-schleifrad/konvex-schleifrad-6x1x1-grit-220 	https://shop.aquarus.net/media/images/org/1001002196-005.jpg 	in_stock	Aquarus	1001002196 	no	2.2000 kg	2.2000 kg
1001002197	Konvex Schleifrad 6"x1"x1" Grit 360 	Galvanisch belegtes konvexes Schleifrad, Durchmesser 15cm, Bohrung 2,54cm, Breite 2,54cm, passend für AQUILA 6 	109.0000016 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-konvex-schleifrad/konvex-schleifrad-6x1x1-grit-360 	https://shop.aquarus.net/media/images/org/1001002197-002.jpg 	in_stock	Aquarus	1001002197 	no	2.2000 kg	2.2000 kg
1001002198	Konvex Schleifrad 6"x1"x1" Grit 600 	Galvanisch belegtes konvexes Schleifrad, Durchmesser 15cm, Bohrung 2,54cm, Breite 2,54cm, passend für AQUILA 6 	109.0000016 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-konvex-schleifrad/konvex-schleifrad-6x1x1-grit-600 	https://shop.aquarus.net/media/images/org/1001002198-002.jpg 	in_stock	Aquarus	1001002198 	no	2.2000 kg	2.2000 kg
1001002242	DiaSin Hohllochbohrer GW 3,5mm, M4x0,5Gewinde 	Gesinterter Hohllochbohrer 3,5mm mit M4x0,5 Gewinde mit Auswerfer 	42.5000051 EUR	new	https://shop.aquarus.net/de/bohren1/bohrer/diasin-hohllochbohrer/diasin-m4x0-5-gewinde/diasin-hohllochbohrer-gw-3-5mm-m4x0-5gewinde 	https://shop.aquarus.net/media/images/org/10010022420.jpg 	in_stock	Aquarus	1001002242 	no	0.2500 kg	0.2500 kg
1001002253	Gummi-Spannrad 6"x1"x1 1/2" 	Weiches Gummi Expander Rad für Schleifbänder, Durchmesser 15cm, Breite 3,8cm, Aufnahme 2,54cm (1'), passend für AQUILA6 oder Genie 	58.9999977 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifbaender/gummi-spannrad-6x1x1-1-2 	https://shop.aquarus.net/media/images/org/1001002253-002.jpg 	in_stock	Aquarus	1001002253 	no	1.2000 kg	1.2000 kg
1001002268	DiaGal Poly Wheel Flat 220 Grit 6"x1"x1,5" 	Diamant Schleifrad galvanisch gebunden, Körnung 220 Durchmesser 15cm, Bohrung 2,54cm, passend zur AQUILA6 und Genie Schleifmaschine, nur für den Nasseinsatz 	129.8999954 EUR	new	https://shop.aquarus.net/de/schleifwerkzeuge/schleifraeder/diagal-schleifraeder/diagal-6-zoll/diagal-poly-wheel-flat-220-grit-6x1x1-5 	https://shop.aquarus.net/media/images/org/1001002268-002.jpg 	in_stock	Aquarus	1001002268 	no	1.1000 kg	1.1000 kg
1001002275	Aluminiumoxid P15, 500g 	Loses weißes Aluminiumoxid, hervorragendes Polierpulver mit hohen Poliereffekt, für alle gängigen Mineralien und Natursteine 	21.9999941 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p15-500g 	https://shop.aquarus.net/media/images/org/Pulver_weiss.jpg 	in_stock	Aquarus	1001002275 	no	0.5100 kg	0.5100 kg
1001002276	Aluminiumoxid P15, 1kg 	Loses weißes Aluminiumoxid, hervorragendes Polierpulver mit hohen Poliereffekt, für alle gängigen Mineralien und Natursteine 	32.9999971 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/aluminiumoxid/aluminiumoxid-p15-1kg 	https://shop.aquarus.net/media/images/org/AL P15.jpg 	in_stock	Aquarus	1001002276 	no	1.0000 kg	1.0000 kg
1001002290	Filzpolierrad Flint Hard 10cm (selbstklebend) 	Polierfilz Durchmesser 10cm, Stärke: 2cm, selbstklebend und mit Bohrung 6mm auf Spindel einsetzbar 	22.4999964 EUR	new	https://shop.aquarus.net/de/polier-schleifmittel/polierfilz/filzpolierrad-flint-hard-10cm-selbstklebend 	https://shop.aquarus.net/media/images/org/1001002290.jpg 	in_stock	Aquarus	1001002290 	no	0.1400 kg	0.1400 kg
1001002299	DiaGal Planscheibe 8"x1/2",  grit 600 	Planscheibe galvanisch belegt 20cm Durchmesser und 12,7mm (1/2') Bohrung, Körnung 600, zum Nassschleifen von Achaten, Quarzen und vielen anderen Mineralien und Edelsteinen geeignet 	29.5000048 EUR	new	https://shop.aquarus.net/de/diagal-planscheibe-8x1-2-grit-600 	https://shop.aquarus.net/media/images/org/1001002299-001.jpg 	in_stock	Aquarus	1001002299 	no	0.2600 kg	0.2600 kg
1001002300	DiaGal Planscheibe 8"x1/2",grit 1200 	Planscheibe galvanisch belegt 20cm Durchmesser und 12,7mm (1/2'') Bohrung, Körnung 1200, zum Nassschleifen von Achaten, Quarzen und vielen anderen Mineralien und Edelsteinen geeignet 	29.5000048 EUR	new	https://shop.aquarus.net/de/diagal-planscheibe-8x1-2-grit-1200 	https://shop.aquarus.net/media/images/org/1001002300-001.jpg 	in_stock	Aquarus	1001002300 	no	0.2600 kg	0.2600 kg
